filename,true_id,pred_top1,hit_top1,preds_top5,hit_top5,distance_top1,name,size,proof,abv,spirit_type,brand_id,popularity,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
18104.jpg,18104,1586,False,"[1586, 18104, 4589, 4598, 158]",True,0.0,Weller 12 Year 1 Liter,1000,,45.0,Bourbon,156.0,,54.47,177.5,379.66,1419,170,468,781,282
17223.jpg,17223,17223,True,"[17223, 159, 14147, 164, 3867]",True,0.0,Blanton's Special Reserve,700,80.0,40.0,Bourbon,10.0,,49.99,95.02,169.13,1119,352,298,469,341
18110.jpg,18110,18110,True,"[18110, 18002, 4631, 17862, 2969]",True,0.0,Evan Williams Single Barrel Vintage 2012,750,86.6,43.3,Bourbon,167.0,600.0,28.75,35.19,39.02,1046,174,257,615,373
19540.jpg,19540,19540,True,"[19540, 21036, 16995, 16893, 19626]",True,0.0,Bardstown Origin Series Bourbon,750,96.0,48.0,Bourbon,778.0,200.0,46.64,63.05,48.49,1518,165,296,1057,266
18138.jpg,18138,18138,True,"[18138, 17101, 18939, 1510, 27294]",True,0.0,Booker's Bourbon 2022-01 Ronnie’s Batch,750,124.0,62.0,Bourbon,647.0,200.0,89.99,116.24,194.99,1009,60,247,702,389
19971.jpg,19971,19971,True,"[19971, 803, 46254, 19503, 4742]",True,0.0,Penelope 5 Year Toasted Barrel,750,,50.0,Bourbon,2817.0,100058.0,69.98,93.12,58.9,2754,270,616,1868,138
519.jpg,519,519,True,"[519, 3562, 3300, 4631, 19529]",True,0.0,Pappy Van Winkle 23 Year Family Reserve,750,,47.8,Bourbon,370.0,100046.0,321.64,958.61,4899.97,5689,2453,2982,254,64
41273.jpg,41273,41273,True,"[41273, 19529, 19879, 48400, 2993]",True,0.0,Stagg Batch 24A,750,,63.8,Bourbon,3640.0,100046.0,65.0,172.98,207.47,2462,624,646,1192,159
3671.jpg,3671,3671,True,"[3671, 5120, 1580, 4739, 21257]",True,0.0,"E.H. Taylor, Jr. Straight Rye",750,,50.0,Rye,210.0,100111.0,79.99,171.45,197.89,5810,1091,1567,3152,62
1066.jpg,1066,1066,True,"[1066, 4739, 18185, 3860, 18184]",True,0.0,Jack Daniel's No. 27 Gold Maple Wood Finish,750,80.0,40.0,Whiskey,231.0,200.0,95.75,130.03,175.65,1090,78,347,665,356
17021.jpg,17021,17021,True,"[17021, 34488, 20574, 45695, 18517]",True,0.0,Little Book Chapter 5: The Invitation,750,117.0,58.5,Bourbon,823.0,1998.0,124.97,188.56,209.89,3102,882,1188,1032,127
19811.jpg,19811,19811,True,"[19811, 17446, 17210, 19790, 17951]",True,0.0,Penelope Double Cask Finish - Rio,750,98.0,49.0,Bourbon,2817.0,200.0,90.0,139.16,286.64,752,150,266,336,496
21356.jpg,21356,21356,True,"[21356, 38465, 1702, 4427, 19547]",True,0.0,Old Forester 1924 10 Year,750,100.0,50.0,Bourbon,152.0,100064.0,114.97,183.86,112.5,4109,853,1206,2050,91
3088.jpg,3088,3088,True,"[3088, 2969, 18185, 859, 4496]",True,0.0,Rock Hill Farms Bourbon,750,100.0,50.0,Bourbon,245.0,100081.0,54.14,219.98,126.11,10747,3845,4387,2515,23
15965.jpg,15965,15965,True,"[15965, 5151, 19540, 4622, 42342]",True,0.0,Penelope Bourbon Four Grain,750,80.0,40.0,Bourbon,2817.0,1120.0,37.47,56.43,38.91,2045,198,511,1336,183
2433.jpg,2433,2433,True,"[2433, 3123, 5208, 17925, 4083]",True,0.0,Glenlivet 12 Year,750,80.0,40.0,Scotch,315.0,1996.0,48.53,52.81,53.69,842,150,241,451,456
1462.jpg,1462,1462,True,"[1462, 4245, 34209, 27160, 17547]",True,0.0,Larceny,750,92.0,46.0,Bourbon,587.0,200.0,25.81,39.24,31.99,3324,275,863,2186,119
18070.jpg,18070,18070,True,"[18070, 32083, 4709, 20789, 4299]",True,0.0,Blood Oath Pact No. 8,750,,49.3,Bourbon,849.0,1980.0,124.97,222.55,280.85,2623,438,889,1296,149
27294.jpg,27294,27294,True,"[27294, 20005, 18354, 17101, 20831]",True,0.0,Booker’s  Springfield Batch 2024-01,750,124.5,62.25,Bourbon,647.0,100028.0,90.0,121.89,116.19,984,49,127,808,400
3249.jpg,3249,3249,True,"[3249, 263, 1211, 1074, 2769]",True,0.0,Wild Turkey Rare Breed Barrel Proof Rye,750,116.0,58.0,Rye,191.0,200.0,57.48,81.77,74.89,2634,311,683,1640,147
42342.jpg,42342,42342,True,"[42342, 39943, 41054, 5196, 1816]",True,0.0,Heaven Hill Grain to Glass Kentucky Straight Bourbon Whiskey,750,107.0,53.5,,,,99.99,107.43,132.73,1105,163,36,906,353
17355.jpg,17355,17355,True,"[17355, 17446, 19811, 17210, 19790]",True,0.0,Penelope Bourbon Barrel Strength Four Grain Batch 8,750,115.0,57.5,Bourbon,2817.0,1600.0,64.99,85.25,74.49,1799,347,434,1018,223
651.jpg,651,1587,False,"[1587, 651, 32717, 19594, 1269]",True,0.0,Willett Pot Still Reserve Bourbon,1750,94.0,47.0,Bourbon,2986.0,,112.49,134.22,113.29,1028,63,312,653,383
2419.jpg,2419,2419,True,"[2419, 3265, 2549, 435, 634]",True,0.0,Crown Royal Regal Apple,750,70.0,35.0,Canadian Whisky,182.0,1700.0,26.7,32.37,28.66,888,55,191,642,439
17802.jpg,17802,18042,False,"[18042, 17802, 48400, 21106, 2993]",True,0.0,Stagg Jr. - Batch #17,750,128.7,64.35,Bourbon,3640.0,200.0,53.3,228.07,389.27,1795,166,580,1049,224
4083.jpg,4083,4083,True,"[4083, 3123, 2034, 1580, 3562]",True,0.0,Laphroaig 10 Year,750,86.0,43.0,Scotch,284.0,1980.0,54.82,72.25,64.47,1129,206,308,615,337
15967.jpg,15967,15967,True,"[15967, 17040, 17214, 670, 4708]",True,0.0,Horse Soldier Bourbon,750,86.0,43.0,Bourbon,3188.0,1900.0,53.47,77.69,53.58,1871,309,486,1076,211
19807.jpg,19807,19807,True,"[19807, 2993, 41273, 18042, 17802]",True,0.0,Stagg - 23A,750,130.0,65.0,Bourbon,3640.0,200.0,69.99,170.8,271.65,1225,85,377,763,315
46278.jpg,46278,46278,True,"[46278, 18872, 17089, 17356, 1269]",True,0.0,Old Forester Birthday Bourbon 2024,750,107.0,53.5,Bourbon,152.0,100048.0,199.99,479.79,1049.5,774,364,190,220,485
1702.jpg,1702,1702,True,"[1702, 5196, 17126, 1816, 859]",True,0.0,High West A Midwinter Night's Dram Act 4 Scene 5,750,98.6,49.3,Rye,350.0,1980.0,105.97,212.92,192.89,5360,1519,2092,1749,68
269.jpg,269,269,True,"[269, 1730, 4742, 1800, 263]",True,0.0,Old Fitzgerald 13 Year,750,100.0,50.0,Bourbon,234.0,1700.0,132.48,270.86,624.66,1114,816,199,99,345
2592.jpg,2592,2592,True,"[2592, 18883, 2019, 3838, 893]",True,0.0,Barrell Bourbon Single Barrel,750,120.0,60.0,Bourbon,146.0,1980.0,98.56,107.76,110.39,1034,329,313,392,379
4450.jpg,4450,466,False,"[466, 4450, 2256, 620, 18002]",True,0.0,Buffalo Trace,1000,90.0,45.0,Bourbon,245.0,100050.0,31.77,58.32,39.0,3427,185,821,2421,114
2753.jpg,2753,2753,True,"[2753, 2019, 786, 18440, 858]",True,0.0,WhistlePig 10 Year Single Barrel,750,117.8,58.9,Rye,3549.0,200.0,88.94,106.16,111.08,1037,124,235,678,377
19556.jpg,19556,19556,True,"[19556, 17630, 50056, 3123, 19502]",True,0.0,Kentucky Owl Takumi Edition,750,100.0,50.0,Bourbon,779.0,1800.0,142.48,145.32,147.18,1070,61,314,695,365
17547.jpg,17547,17547,True,"[17547, 4245, 34209, 18228, 20783]",True,0.0,Larceny Barrel Proof Batch C921,750,,61.3,Bourbon,587.0,200.0,49.99,64.12,106.49,894,69,246,579,436
3317.jpg,3317,3317,True,"[3317, 4476, 633, 5194, 12902]",True,0.0,Michter's Limited Release Toasted Barrel Bourbon,750,,45.7,Bourbon,405.0,100049.0,70.66,205.5,299.99,3446,1544,913,989,110
17221.jpg,17221,17221,True,"[17221, 17389, 2969, 17068, 18185]",True,0.0,Redwood Empire Grizzly Beast Straight Bourbon Bottled in Bond,750,100.0,50.0,Bourbon,445.0,200.0,79.99,105.9,117.59,1706,270,393,1043,241
21036.jpg,21036,21036,True,"[21036, 16893, 19540, 16995, 19626]",True,0.0,Bardstown Discovery Series No. 11,750,118.1,59.05,Bourbon,778.0,,139.97,166.47,142.49,1130,152,251,727,336
19594.jpg,19594,19594,True,"[19594, 1269, 17068, 18521, 297]",True,0.0,Thirteenth Colony Distilleries Southern Bourbon Whiskey,750,95.0,47.5,Bourbon,25.0,200.0,35.0,47.72,46.19,1045,85,280,680,376
4486.jpg,4486,4486,True,"[4486, 1708, 19806, 18718, 16502]",True,0.0,John J. Bowman Single Barrel 10 Year,750,100.0,50.0,Bourbon,6232.0,200.0,49.15,80.71,55.04,3084,753,743,1588,128
15345.jpg,15345,15345,True,"[15345, 16879, 18355, 4631, 409]",True,0.0,King Of Kentucky,750,125.8,62.9,Whiskey,6734.0,200.0,249.99,386.68,407.08,878,426,357,95,442
2034.jpg,2034,2034,True,"[2034, 5208, 1533, 4662, 803]",True,0.0,Mellow Corn Bottled In Bond,750,100.0,50.0,Whiskey,2551.0,200.0,17.51,25.37,18.09,1707,110,452,1145,240
5029.jpg,5029,5029,True,"[5029, 17210, 44955, 1355, 786]",True,0.0,Noble Oak Double Oak Bourbon,750,90.0,45.0,Bourbon,507.0,200.0,33.11,40.52,34.39,1027,82,302,643,384
1924.jpg,1924,1924,True,"[1924, 17158, 4588, 5155, 1355]",True,0.0,Old Tub,750,100.0,50.0,Bourbon,3559.0,1999.0,22.23,35.33,29.99,2881,276,950,1655,133
297.jpg,297,297,True,"[297, 18440, 3040, 13347, 18778]",True,0.0,Old Elk Blended Straight Bourbon,750,88.0,44.0,Bourbon,252.0,200.0,52.0,55.34,52.82,1441,132,261,1048,279
3672.jpg,3672,3672,True,"[3672, 3755, 17378, 17632, 17399]",True,0.0,Angel's Envy Cask Strength,750,119.3,59.65,Bourbon,96.0,100.0,218.73,226.76,250.83,770,217,244,309,488
49176.jpg,49176,49176,True,"[49176, 46254, 21106, 3959, 2594]",True,0.0,Penelope Estate Collection Private Select 9 Year,750,101.2,50.6,Bourbon,2817.0,100069.0,79.99,122.17,179.99,967,173,182,612,410
19806.jpg,19806,19806,True,"[19806, 634, 19147, 13584, 17358]",True,0.0,John J. Bowman Single Barrel Limited Edition,750,100.0,50.0,Bourbon,3248.0,100060.0,50.0,85.75,54.99,2774,421,554,1799,136
19812.jpg,19812,19812,True,"[19812, 4708, 14242, 5029, 17210]",True,0.0,George T. Stagg 2022 Release,750,,69.35,Bourbon,352.0,1400.0,99.0,461.1,1251.59,811,279,234,298,469
17181.jpg,17181,17181,True,"[17181, 21010, 18354, 20005, 18939]",True,0.0,Booker’s Bourbon 2021-03 Bardstown Batch,750,127.0,63.5,Bourbon,647.0,200.0,89.99,166.78,229.99,1615,141,530,944,255
15966.jpg,15966,15966,True,"[15966, 17644, 1786, 2086, 2973]",True,0.0,Knob Creek 9 Year,750,100.0,50.0,Bourbon,189.0,100050.0,34.99,50.86,37.88,5436,666,1369,3401,66
17156.jpg,17156,17156,True,"[17156, 16502, 3617, 149, 2336]",True,0.0,George Remus Single Barrel,750,121.9,60.95,Bourbon,586.0,200.0,54.99,73.06,66.49,762,68,180,514,491
17630.jpg,17630,17630,True,"[17630, 3123, 19556, 50056, 2803]",True,0.0,Kentucky Owl St. Patrick's Edition,750,,50.0,Bourbon,779.0,600.0,134.98,157.56,149.0,1776,135,596,1045,228
18517.jpg,18517,18517,True,"[18517, 20574, 48295, 17021, 592]",True,0.0,Little Book Chapter 6: To The Finish,750,117.4,58.7,Bourbon,823.0,200.0,124.97,249.86,191.35,1613,100,473,1040,256
1663.jpg,1663,1663,True,"[1663, 4414, 3694, 3123, 3562]",True,0.0,Redbreast 12 Year Old Single Pot Still,750,80.0,40.0,Irish Whiskey,646.0,1920.0,66.08,80.59,71.77,3233,511,878,1844,122
33209.png,33209,33209,True,"[33209, 16078, 1297, 1821, 3518]",True,0.0,Russell’s Reserve 15 Year,750,117.2,58.6,Bourbon,496.0,100187.0,249.99,362.17,398.31,6897,3960,1781,1156,49
19147.jpg,19147,19147,True,"[19147, 20519, 13584, 17378, 4838]",True,0.0,Jack Daniel’s Twice Barreled Special Release 2022 American Single Malt Finished in Oloroso Sherry Casks,750,107.3,53.65,Whiskey,231.0,200.0,70.0,113.08,242.32,973,165,261,547,406
17397.jpg,17397,17397,True,"[17397, 21291, 13979, 19223, 17921]",True,0.0,Old Fitzgerald 8 Year - Spring 2021,750,100.0,50.0,Bourbon,234.0,1600.0,84.99,191.83,234.55,2302,1467,602,233,165
678.jpg,678,678,True,"[678, 18718, 2753, 18883, 4952]",True,0.0,WhistlePig 12 Year Old World,750,86.0,43.0,Rye,3549.0,200.0,124.99,152.67,159.15,1077,131,285,661,359
17354.jpg,17354,17354,True,"[17354, 20824, 12902, 1286, 1753]",True,0.0,George Dickel x Leopold Brothers Collaboration,750,100.0,50.0,Whiskey,486.0,1800.0,109.98,126.61,120.79,851,73,293,485,452
13668.jpg,13668,13668,True,"[13668, 18767, 17089, 27454, 18768]",True,0.0,Maker's Mark 101,750,101.0,50.5,Bourbon,333.0,100027.0,39.97,66.69,49.99,5428,786,1733,2909,67
873.jpg,873,2803,False,"[2803, 873, 17898, 1586, 18104]",True,0.0,Weller Special Reserve,1750,90.0,45.0,Bourbon,156.0,100039.0,53.28,90.38,178.73,7487,700,2243,4544,44
17378.jpg,17378,17378,True,"[17378, 17399, 48300, 144, 20691]",True,0.0,Elijah Craig Barrel Proof Batch B521,750,118.0,59.0,Bourbon,2.0,1200.0,69.97,83.14,122.66,980,82,232,666,403
2193.jpg,2193,2193,True,"[2193, 2769, 263, 1142, 1355]",True,0.0,Evan Williams Bottled in Bond White Label,750,100.0,50.0,Bourbon,167.0,1999.0,17.02,32.19,20.19,9513,736,5885,2892,28
2839.jpg,2839,2839,True,"[2839, 2879, 18440, 18718, 17177]",True,0.0,Caribou Crossing,750,80.0,40.0,Canadian Whisky,3733.0,100083.0,49.96,95.28,59.57,9529,1502,3027,5000,27
15989.jpg,15989,15989,True,"[15989, 17153, 18768, 18767, 19526]",True,0.0,Maker's Mark 2021 Wood Finishing Series FAE-01,750,111.0,55.5,Bourbon,333.0,200.0,59.57,134.68,69.86,2186,314,631,1241,173
495.jpg,495,495,True,"[495, 19851, 16893, 17054, 21036]",True,0.0,Maker's Mark Cask Strength,750,113.2,56.6,Bourbon,333.0,200.0,49.73,65.34,55.7,2669,301,606,1762,142
4723.jpg,4723,4723,True,"[4723, 1586, 18104, 4589, 263]",True,0.0,Jameson Black Barrel,750,80.0,40.0,Irish Whiskey,214.0,80.0,39.16,49.99,40.89,780,72,176,532,482
16502.jpg,16502,16502,True,"[16502, 2769, 17611, 17214, 21106]",True,0.0,George Remus Straight Bourbon Whiskey,750,94.0,47.0,Bourbon,586.0,200.0,39.96,44.94,40.1,930,95,257,578,427
19816.jpg,19816,19816,True,"[19816, 21024, 19151, 53003, 1753]",True,0.0,Russell's Reserve Bourbon Single Rickhouse,750,112.0,56.0,Bourbon,496.0,100070.0,250.0,354.85,650.0,1306,808,280,218,299
19779.jpg,19779,19779,True,"[19779, 18002, 17862, 41273, 4631]",True,0.0,Evan Williams Single Barrel Vintage 2015,750,87.0,43.5,Bourbon,167.0,100030.0,55.0,60.7,40.04,1497,103,330,1064,270
4864.jpg,4864,4864,True,"[4864, 4083, 3123, 4414, 5120]",True,0.0,Glenfiddich Single Malt Scotch Whiskey 12 Years,750,80.0,40.0,Scotch,335.0,1980.0,49.59,59.28,50.28,868,151,221,496,446
17542.jpg,17542,17542,True,"[17542, 1786, 17040, 2973, 670]",True,0.0,Rebel 10 Year Single Barrel,750,100.0,50.0,Bourbon,3237.0,200.0,74.25,131.05,106.13,1222,159,350,713,316
19547.jpg,19547,19547,True,"[19547, 17318, 18185, 18184, 21356]",True,0.0,Jack Daniel’s 12 Year Tennessee Whiskey #1,750,107.0,53.5,Whiskey,231.0,100047.0,82.48,188.35,359.0,3658,874,1173,1611,102
16674.jpg,16674,16674,True,"[16674, 1730, 19223, 269, 15345]",True,0.0,Old Fitzgerald 16 Year,750,100.0,50.0,Bourbon,234.0,1999.0,155.69,346.14,796.95,1642,1067,448,127,250
4496.jpg,4496,4496,True,"[4496, 4857, 2019, 2533, 3660]",True,0.0,Jefferson's Reserve Twin Oak Barrel,750,90.2,45.1,Bourbon,9035.0,200.0,78.83,97.71,91.66,974,96,248,630,405
19546.jpg,19546,19546,True,"[19546, 2287, 5029, 3731, 48295]",True,0.0,Wild Turkey 12 Year,700,,50.5,Bourbon,191.0,100110.0,199.99,217.7,158.0,1295,440,270,585,300
1510.jpg,1510,1510,True,"[1510, 18138, 17101, 18939, 39325]",True,0.0,Booker's Bourbon,750,129.2,64.6,Bourbon,647.0,100031.0,86.86,133.7,108.69,7250,1728,2217,3305,47
2019.jpg,2019,2019,True,"[2019, 786, 1736, 2753, 44955]",True,0.0,Bulleit Bourbon 10 Year,750,91.2,45.6,Bourbon,415.0,200.0,45.99,67.06,50.49,1714,192,432,1090,237
4859.jpg,4859,4859,True,"[4859, 20519, 17358, 46347, 46254]",True,0.0,Tincup American Whiskey 10 Year,750,84.0,42.0,Whiskey,731.0,200.0,52.46,66.55,53.49,873,110,205,558,444
39325.jpg,39325,39325,True,"[39325, 18939, 17101, 18354, 20005]",True,0.0,"Booker's 7 Year ""The Beam House Batch"" - 2024",750,,62.3,Bourbon,647.0,100033.0,95.99,131.16,189.99,980,92,52,836,403
20648.jpg,20648,20648,True,"[20648, 17354, 1286, 17156, 1753]",True,0.0,Penelope Barrel Strength Private Select - 4 Grain - 9 Yr,750,109.0,54.5,Bourbon,2817.0,,79.98,90.02,80.48,752,43,155,554,496
46254.jpg,46254,46254,True,"[46254, 21106, 50056, 803, 2594]",True,0.0,Wild Turkey Jimmy Russell 70th Anniversary,750,101.0,50.5,Bourbon,191.0,100158.0,49.99,75.72,69.82,3994,704,898,2392,93
286.jpg,286,286,True,"[286, 17054, 1142, 4593, 17158]",True,0.0,Buffalo Trace Kosher Wheat 7 Year,750,,47.0,Bourbon,245.0,200.0,39.99,85.93,79.98,1984,276,566,1142,192
1074.jpg,1074,1074,True,"[1074, 5155, 263, 2769, 147]",True,0.0,Early Times Bottled In Bond,1000,100.0,50.0,Bourbon,348.0,100054.0,24.01,36.14,22.57,7542,941,1821,4780,42
4905.jpg,4905,4905,True,"[4905, 28079, 17328, 4857, 859]",True,0.0,Elmer T. Lee,750,90.0,45.0,Bourbon,700.0,100142.0,56.66,147.57,329.87,14337,3855,4955,5527,16
2353.jpg,2353,2353,True,"[2353, 1296, 2533, 2019, 17611]",True,0.0,Knob Creek 15 Year Batch KC001,750,,50.0,Bourbon,189.0,1600.0,113.3,174.28,119.99,3432,916,1036,1480,113
17153.jpg,17153,17153,True,"[17153, 18768, 15989, 18767, 1269]",True,0.0,Maker's Mark 2021 Wood Finishing Series FAE-02,750,109.0,54.5,Bourbon,333.0,1900.0,62.47,107.16,65.99,1895,348,527,1020,205
2192.jpg,2192,2192,True,"[2192, 477, 2594, 4948, 3959]",True,0.0,Sazerac Rye 18 Year,750,90.0,45.0,Rye,705.0,100.0,104.13,532.86,1907.83,994,556,270,168,395
17435.jpg,17435,17435,True,"[17435, 1296, 2353, 1786, 670]",True,0.0,Knob Creek 12 Year Cask Strength ,750,121.0,60.5,Bourbon,189.0,100036.0,94.79,114.59,104.27,2265,720,683,862,167
858.jpg,858,858,True,"[858, 2969, 2019, 17611, 2803]",True,0.0,Ezra Brooks Distiller's Collection,750,107.0,53.5,Bourbon,324.0,200.0,38.31,41.54,41.82,1030,50,257,723,381
3265.jpg,3265,3265,True,"[3265, 2549, 2419, 435, 19503]",True,0.0,Crown Royal Salted Caramel,750,70.0,35.0,Canadian Whisky,182.0,100029.0,28.14,51.64,30.11,1943,119,499,1325,198
18712.jpg,18712,18712,True,"[18712, 22361, 33325, 3454, 18233]",True,0.0,Elijah Craig Barrel Proof Batch C922,750,125.0,62.5,Bourbon,2.0,1200.0,69.97,107.5,79.99,1994,131,489,1374,189
2147.jpg,2147,2147,True,"[2147, 3286, 3793, 993, 5196]",True,0.0,High West Campfire,750,92.0,46.0,Whiskey,350.0,90.0,69.0,82.92,71.49,1885,148,460,1277,207
4708.jpg,4708,4708,True,"[4708, 14242, 21257, 2969, 19526]",True,0.0,Wild Turkey 101,750,101.0,50.5,Bourbon,191.0,100040.0,25.4,39.44,27.85,5764,726,1553,3485,63
17151.jpg,17151,17151,True,"[17151, 633, 670, 17211, 4476]",True,0.0,Rebel Cask Strength Single Barrel,750,120.0,60.0,Bourbon,3237.0,200.0,55.97,73.03,63.49,1525,107,356,1062,265
19626.jpg,19626,19626,True,"[19626, 16995, 16893, 19540, 21036]",True,0.0,Bardstown Origin Series Bottled in Bond,750,100.0,50.0,Bourbon,778.0,100032.0,49.97,69.08,54.05,2125,247,468,1410,176
19975.jpg,19975,19975,True,"[19975, 14303, 5196, 17632, 33325]",True,0.0,Elijah Craig Barrel Proof Batch B523,750,124.0,62.0,Bourbon,2.0,200.0,72.47,115.23,69.99,1808,50,388,1370,222
521.jpg,521,521,True,"[521, 4510, 3088, 2848, 21024]",True,0.0,Legent Bourbon Whiskey,750,94.0,47.0,Bourbon,4589.0,200.0,44.97,45.53,47.19,1390,127,373,890,285
2594.jpg,2594,2594,True,"[2594, 50056, 3959, 21242, 4631]",True,0.0,Eagle Rare 17 Year,750,90.0,45.0,Bourbon,542.0,100.0,103.54,681.17,1998.89,2833,1487,990,356,134
2769.jpg,2769,2769,True,"[2769, 263, 4427, 2193, 4662]",True,0.0,Old Forester 1897 Bottled In Bond,750,100.0,50.0,Bourbon,152.0,100026.0,46.99,69.06,57.99,3515,622,836,2057,108
16893.jpg,16893,16893,True,"[16893, 16995, 19626, 21036, 19540]",True,0.0,Bardstown Fusion Series No. 5,750,95.0,47.5,Bourbon,778.0,1980.0,59.99,87.89,65.99,1497,290,458,749,270
2755.jpg,2755,2755,True,"[2755, 1269, 15345, 17153, 18185]",True,0.0,Maker's Mark Bourbon,750,90.0,45.0,Bourbon,333.0,100064.0,21.99,37.87,27.99,4663,424,1108,3131,80
21024.jpg,21024,21024,True,"[21024, 53003, 19151, 363, 19547]",True,0.0,Stagg 127.8 Proof,750,,63.9,Bourbon,3640.0,,60.0,168.23,259.78,1604,72,407,1125,257
32717.jpg,32717,32717,True,"[32717, 16960, 3860, 413, 17068]",True,0.0,Jim Beam Black 7 Year,750,90.0,45.0,Bourbon,247.0,100026.0,25.0,35.76,26.49,769,75,134,560,489
16879.jpg,16879,16879,True,"[16879, 3997, 803, 2311, 15345]",True,0.0,Still Austin Bourbon The Musician,750,98.0,49.0,Bourbon,3145.0,600.0,45.99,62.7,57.24,947,139,227,581,423
27454.jpg,27454,27454,True,"[27454, 17089, 18767, 3660, 13668]",True,0.0,Woodford Reserve Master's Collection Batch Proof 121.2,700,121.2,60.6,Bourbon,2004.0,100036.0,129.99,190.52,159.99,1227,126,154,947,314
2973.jpg,2973,2973,True,"[2973, 1786, 2086, 1296, 18440]",True,0.0,Knob Creek Rye,750,100.0,50.0,Rye,189.0,200.0,34.38,41.77,37.16,1035,81,240,714,378
19223.jpg,19223,19223,True,"[19223, 21291, 16674, 17397, 1730]",True,0.0,Old Fitzgerald 19 Year - Fall 2022,750,100.0,50.0,Bourbon,234.0,200.0,239.97,438.87,1045.98,760,122,302,336,492
18883.jpg,18883,18883,True,"[18883, 2019, 2753, 44955, 1269]",True,0.0,Barrell Vantage,750,114.0,57.0,Whiskey,146.0,200.0,87.46,95.43,91.49,1060,99,275,686,368
2581.jpg,2581,2581,True,"[2581, 18718, 678, 4952, 18883]",True,0.0,WhistlePig 6 Year Piggyback Rye,750,96.6,48.3,Rye,3549.0,200.0,47.48,67.17,62.99,1840,129,450,1261,216
19790.jpg,19790,19790,True,"[19790, 17446, 17951, 17210, 19811]",True,0.0,Penelope Bourbon Cooper Series - Valencia,750,98.0,49.0,Bourbon,2817.0,100044.0,89.99,108.79,79.99,1894,294,168,1432,206
3884.jpg,3884,3884,True,"[3884, 2371, 1800, 16484, 4742]",True,0.0,Johnnie Walker Black Label,750,80.0,40.0,Scotch,213.0,100.0,38.82,47.86,44.27,811,58,165,588,469
3660.jpg,3660,3660,True,"[3660, 567, 149, 2336, 4783]",True,0.0,Woodford Reserve Bourbon,750,90.4,45.2,Bourbon,2004.0,100058.0,36.62,54.2,32.66,6608,685,1498,4425,53
3674.jpg,3674,3674,True,"[3674, 786, 2019, 859, 18185]",True,0.0,Bulleit Bourbon,750,90.0,45.0,Bourbon,415.0,100058.0,28.36,44.68,35.29,4365,561,1359,2445,85
15948.jpg,15948,15948,True,"[15948, 17221, 19151, 53003, 46347]",True,0.0,Smoke Wagon Bourbon,750,92.0,46.0,Bourbon,2808.0,1780.0,29.99,46.7,34.99,3444,465,819,2160,111
14303.jpg,14303,14303,True,"[14303, 17632, 2969, 4598, 158]",True,0.0,Elijah Craig Barrel Proof Batch C917,750,131.0,65.5,Bourbon,2.0,1200.0,62.48,98.07,89.99,964,281,337,346,412
4709.jpg,4709,4709,True,"[4709, 18440, 18185, 18070, 32083]",True,0.0,Woodinville Straight Bourbon,750,90.0,45.0,Bourbon,556.0,200.0,39.17,58.44,57.15,1021,104,250,667,387
4245.jpg,4245,4245,True,"[4245, 34209, 17547, 1462, 18228]",True,0.0,Larceny Barrel Proof,750,128.0,64.0,Bourbon,587.0,1800.0,52.74,94.49,113.47,6537,1092,1668,3777,55
18075.jpg,18075,18075,True,"[18075, 27160, 363, 48189, 1462]",True,0.0,Larceny Barrel Proof Batch A122,750,,62.2,Bourbon,587.0,1580.0,49.99,54.3,67.24,1200,152,317,731,321
17420.jpg,17420,17420,True,"[17420, 17089, 16879, 2594, 4631]",True,0.0,Elijah Craig 1991 20 Year Single Barrel #42,750,,45.0,Bourbon,2.0,1960.0,159.99,831.74,2846.99,864,574,276,14,448
859.jpg,859,859,True,"[859, 2769, 1142, 4631, 1355]",True,0.0,Monkey Shoulder,750,86.0,43.0,Scotch,483.0,1900.0,33.89,51.34,37.26,1986,226,504,1256,191
17309.jpg,17309,17309,True,"[17309, 48300, 13089, 17378, 20691]",True,0.0,Elijah Craig Barrel Proof Batch C921,750,120.0,60.0,Bourbon,2.0,1200.0,69.97,109.18,79.99,1504,115,386,1003,269
16995.jpg,16995,16995,True,"[16995, 16893, 19626, 19540, 21036]",True,0.0,Bardstown Discovery Series No. 5,750,104.7,52.35,Bourbon,778.0,1980.0,134.97,167.84,192.61,838,291,299,248,458
4593.jpg,4593,4593,True,"[4593, 286, 858, 18185, 5196]",True,0.0,Kentucky Owl Confiscated,750,,48.2,Bourbon,779.0,100.0,124.97,217.88,159.12,2884,296,929,1659,132
2848.jpg,2848,2848,True,"[2848, 17158, 18042, 17802, 17068]",True,0.0,Eagle Rare 10 Year,750,,45.0,Bourbon,542.0,100519.0,39.99,66.25,49.99,82217,8744,25989,47484,2
3997.jpg,3997,3997,True,"[3997, 803, 2311, 16879, 50056]",True,0.0,Redwood Empire Lost Monarch,750,90.0,45.0,Whiskey,445.0,200.0,40.97,57.26,52.89,2471,263,588,1620,157
3773.jpg,3773,3773,True,"[3773, 4373, 4857, 4496, 2019]",True,0.0,Four Roses Small Batch,750,90.0,45.0,Bourbon,148.0,100037.0,33.42,49.36,36.56,4736,493,1162,3081,77
